,,labels,text,ppl
14075,手机,1,便宜，比别的同样外观的贱多了,25.220373553505784
44499,衣服,0,一般 偏大啊 还超薄 走光啊,259.46848102716837
57232,酒店,0,一句话形容吧：真TM是日了狗,8.864339689298133
35201,洗发水,0,少一个100m的赠品，不靠谱！,23.31335837398063
40068,衣服,1,"裤子很舒服,大小合适,样式不错",4.426534955509544
9002,平板,0,垃圾 买了浪费钱 建议大家别买,9.29950664540282
30180,洗发水,1,喜欢沙宣的味道，包装很好，不错,11.2223615879351
42264,衣服,1,正品。跟我在店里看到的一样。,8.276090431404166
40592,衣服,1,大小合适 面料不错 颜色不错,6.416759574550037
32229,洗发水,0,图案是一层包裹的纸，不值这个价,8.07836536143806
45523,衣服,0,大小不合适，商家电话没有人接,12.107692976115583
33670,洗发水,0,不好，没有味，还稀，跟假的似的,22.156805297745418
37817,蒙牛,0,太恐怖了！怎么还有人喝蒙牛？,6.375684474450592
11689,平板,0,物流太慢，手机不知道可以不！,40.001971030287336
35110,洗发水,0,跟想的不一样，一次失败的购物。,10.272376809266529
43525,衣服,0,裤子太差了，穿一次扣子就坏了,10.977156103778144
20132,水果,1,好是好吃，就是有些，太小个了。,20.40566319316856
38559,衣服,1,面料不错 质量不错 大小合适,2.9416252028122183
46357,衣服,0,质量不行，才穿了一个月就破了,13.757408859436028
32978,洗发水,0,洗完头发都硬邦邦的又干又澡的,14.94484020210589
28292,洗发水,1,好用，一直用这个牌子的洗发水。,5.038665319120034
19341,水果,1,多次购买，便宜实惠，苹果不错。,8.503373220882237
33708,洗发水,0,护发素用多掉头发 建议不要买,24.48533014279262
20730,水果,0,个头小了点，除了方便，一无是处,12.847306970874113
34860,洗发水,0,假货来的，跟之前的完全不一样。,9.912093001990579
44270,衣服,0,太薄了，与图片不符，价格太贵,7.419980017235482
10502,平板,0,还我6g垃圾客服只会叫我评分,26.98002872428752
44849,衣服,0,质量太差了，洗一次就起球了！,16.216659114515156
30568,洗发水,0,真垃，圾 买过东西 8天才收到,258.04760755769905
43534,衣服,0,掉色很严重 垃圾货 服务质量差,12.183084166397558
44688,衣服,0,非常差，买的黑色发回来不一样,45.42285459818695
30544,洗发水,0,不怎么好 那个沐浴露都一团团的,10.92592254568335
30682,洗发水,0,洗发水发成洗衣液，眼睛长哪了,42.27705736925379
32107,洗发水,0,才买几天就降价做活动，醉了！,11.167452732741529
44047,衣服,0,两天就破了。。。。质量不敢恭维,8.744212203923507
47836,衣服,0,质量不好 才穿一个星期就开口了,20.3151424168353
34963,洗发水,0,质量差，洗着头发还痒，根本没用,18.70073967348161
35430,热水器,1,品牌的服务真的没得挑剔！！！,18.388014333077596
41517,衣服,1,物美价廉，很划算，质量很好。,8.665951662785288
12148,平板,0,刚买几天就降价，真是让人不爽,7.612284072510419
30856,洗发水,0,不知道什么情况，头皮真的好痒的,4.219846612138328
31916,洗发水,0,感觉不是正品，洗了头皮有点发痒,21.71497197206239
47465,衣服,0,不是很满意，衣服面料太硬了。,6.538961782363992
5044,平板,1,很好的平板 超好用的 外观好,11.666117215222904
16084,水果,1,送货快，包装好，苹果好吃个头大,12.39829312486239
17104,水果,1,物流很快，商品很好，服务不错！,7.2435288201561985
38456,衣服,1,物美价廉，真的很好，还会再买,18.409583892031037
12245,平板,0,才玩几天王者就开始卡了，差评,17.989955333346412
46598,衣服,0,质量跟不上，感觉很不值这个价,4.881028727871174
11195,平板,0,终于见证了买后就降价的事了。,18.067029859492227
42330,衣服,1,不错 很喜欢大小合适 质量很好,11.902308529170298
5559,平板,1,刚刚才收到，还知不知道怎么呢,15.862026612287693
32204,洗发水,0,假的，用完之后头发特别干特别涩,7.436183844814834
33981,洗发水,0,很不满意这次，有点欺骗消费者,7.238420158596926
28889,洗发水,1,用着还不错，挺喜欢这个香味的，,5.324727372405894
36350,蒙牛,1,蒙牛生命力真强，让我感叹不已!,18.774969900326195
3848,平板,1,挺好的 第二次购买了 好评！,68.45161023111444
6618,平板,1,大屏看着不错，使用了一段时间,3.445257774568877
33267,洗发水,0,垃圾。操伱妈。欺骗，，，，，,66.07057714557897
41621,衣服,1,质量很好，面料不错，大小合适,4.097484520678204
4951,平板,1,第二部了大屏耐用。华为真不错。,54.543475862111386
42653,衣服,1,妈的这么L号这么长，穿裙子啊,73.75638172713518
9276,平板,0,运行慢 人机工程不合理 音质差,64.29402667759508
5292,平板,1,性价比高，非常好，送货速度快！,5.005641668498184
11090,平板,0,价格变动太大，买贵了，不满意。,6.020768714343676
34990,洗发水,0,假货，假货，还被老公笑话了一顿,9.173896360660464
11385,平板,0,非常不好机器用起有一大股塑料味,18.697302242212302
29908,洗发水,1,第一次买沙宣洗发水希望好用哦,15.374291583538335
43844,衣服,0,质量不好，根本值不了这个价钱,7.297551633090533
34213,洗发水,0,京东就是个大骗子，欺骗消费者。,8.002969342013367
4605,平板,1,做工精细，2K宽屏表现细腻。,24.44779333914652
5018,平板,1,宝贝很好，价格也很合适，好评。,8.713959648217621
58584,酒店,0,餐饮很差劲，牛排又贵又难吃。,23.193443941729722
46362,衣服,0,什么质量，太次了。边是扎斜的,147.7604849006289
11861,平板,0,电池不经用，买了这么久才让评论,32.92608331149069
36049,蒙牛,1,蒙牛的这个牛奶名字很牛逼啊。,26.751695238755648
43847,衣服,0,只能说不喜欢，不喜欢，不喜欢,3.3501546663333985
31144,洗发水,0,不多说，不解释，一切皆在评分中,12.572411875248255
27451,洗发水,1,产品很好，价格公道，物流也可以,5.951571299670675
27158,洗发水,1,大牌子，价格实惠，真不错！！！,4.879847573371407
29888,洗发水,1,洗发水我只用清扬 一直支持 它,52.218670227437755
6720,平板,1,小平板还可以，通话平板方便，,6.047601897017491
5217,平板,1,送货速度给力。大小也非常满意,32.1889321283746
27315,洗发水,1,活动买的，挺划算的，一直用潘婷,15.166569731377157
37790,蒙牛,0,蒙牛怎么老出状况啊？严重抵制！,16.1032917427145
6568,平板,1,送给妈妈看视频的，尺寸正好合适,4.154055562342425
42612,衣服,1,商品很好，质量不错，面料很好,5.5606571650141445
20703,水果,0,物流快的，可是水果里面是坏的！,40.654917083277525
45654,衣服,0,穿了一天就起球球，垃圾扔掉算了,54.06181922838932
6214,平板,1,价格实惠，质量很好，值得推荐。,3.1554277623822986
16864,水果,1,苹果?品质优良，味道还可以吧。,10.216278565720161
42296,衣服,1,宝贝很喜欢 质量不错 物流超快,9.909454635040133
39400,衣服,1,质量还行，京东快递速度也可以。,4.4601268533002525
35205,洗发水,0,京东太坑了。双十二比平时还贵,38.94369809464841
4344,平板,1,很漂亮，不错的平板，还可以！,5.084995916268234
32058,洗发水,0,看图，懒得解释。京东越来越烂。,13.222544669713628
47592,衣服,0,买的太小了，退嫌麻烦，算了。,57.20096481200836
28947,洗发水,1,刚刚收到…觉得送货速度没的说…,9.865356650820667
14877,手机,0,"功能不行,容易死机.售后无保障",11.26592474035654
12581,平板,0,买了一个月声音就坏了，差评！,16.299555895279124
37798,蒙牛,0,上当了好难喝蒙牛优益c记住别买,188.9939607170701
16968,水果,1,挺不错的苹果，包装结实，物流快,3.1481518505183903
46647,衣服,0,无语了！超感被骗，千万别上当了,19.19579662943859
5700,平板,1,不错，看电影听歌什么的足够了,5.605907809596615
33737,洗发水,0,假货坑人！洗完好痒!都扔了！,97.22087013741194
17590,水果,1,苹果小，但味道不错，给个好评吧,5.897617884615816
18397,水果,1,苹果的颜色很正哦，又脆又甜的！,14.501416245722044
45822,衣服,0,后面那个皮带扣没穿两次就断了,25.99720780037753
17594,水果,1,买着送人，很新鲜，又追加2箱！,65.66166965185118
5699,平板,1,京东自营产品买主放心相信京东,6.866795674430406
8283,平板,0,看了一个小时左右眼睛疼！！！,7.222396782520591
12576,平板,0,屏幕有坏点，客服不理人，垃圾,20.40803382549651
47488,衣服,0,太差了，和路边*的没区别！！！,31.385676454273785
14531,手机,0,就是声音太小，外壳容易脱落，,3.6287535771107313
45383,衣服,0,垃圾中的战斗机。为什自己看图,181.8138640921678
40269,衣服,1,很帅很好看很舒服，关键还不贵！,5.407834840879025
29496,洗发水,1,沙宣的东西不错。一直用。。。。,18.85175326400931
33189,洗发水,0,差评，差评，货都漏了，满手都是,13.320512515425927
12312,平板,0,坑。昨天刚买，今天就降价。差评,14.791501956897468
32889,洗发水,0,不好不好不好不好不好不好不好,1.049151549752707
32422,洗发水,0,用了很油，跟我的发质不太符合,21.710747107107135
42902,衣服,1,裤子有型而且很舒服，真的舒服，,8.702514548510399
10481,平板,0,才买两天调价到899了老子郁闷,139.0251975183721
4101,平板,1,很好不错，非常满意的一次网购。,5.017282240865052
33037,洗发水,0,我的赠品哪去了，不开心，差评,18.323903874495528
6242,平板,1,给女儿买的，华为的应该可以的,7.7411154402124485
4086,平板,1,手机用着挺好，送货员态度也很好,10.875614278622411
41686,衣服,1,质量很好，就是尺寸有一点偏大,3.946357107859732
17849,水果,1,苹果酸甜可口    味道棒棒哒,6.7888461610955835
5809,平板,1,使用后在做评价，期待棒的礼物,53.13194550227765
15241,手机,0,通话质量很差，很容易自动关机,3.4262275595571077
38496,衣服,1,宝贝收到啦！质量不错，非常喜欢,9.12175049894816
4763,平板,1,机器不错，手感可以，运行流畅。,3.7758870297892084
25689,洗发水,1,收到了感觉应该挺不错的好评！,14.339112639247636
12444,平板,0,买手机不给耳塞是不是耍流氓行为,10.302879923154366
41635,衣服,1,很舒服，很合适，就是赞到不行。,7.009246614428579
9896,平板,0,早上刚送来，晚上就降价300,86.83750160026186
33049,洗发水,0,很好?值得购买，价格很优惠。,7.70814488421123
39368,衣服,1,料子特别舒服，颜色我也很喜欢,5.36561775483861
47236,衣服,0,质量差。。。。。。。。。。。,9.774158201397455
6884,平板,1,性能还不错，照片像素不是很高。,4.691932000556459
45761,衣服,0,快递非常快真的点个赞一个星期,17.06445452275903
46575,衣服,0,垃圾裤子 一股胶水的刺鼻味！,48.71983238872638
23452,水果,0,里面有坏的，要是自己挑就不会了,16.571324990823584
31609,洗发水,0,涨价没意思 包装都省了 很差啊,86.99765180798931
31316,洗发水,0,别买了，分量比实体店少很多很多,7.014826523768308
26657,洗发水,1,可以的，很实惠，相信我！！！,13.08934464033209
59910,酒店,0,管理、服务好像没有原来好了。,12.137957544473547
29859,洗发水,1,好好好好 挺满意 一直用京东,27.680649073225506
8739,平板,0,差评，才用一周，屏幕自己裂开,19.815047369607026
34167,洗发水,0,不好用，有股异味………………,16.15110030273625
18643,水果,1,京东快捷方便，此款苹果超级好吃,24.39454263550227
30168,洗发水,1,没哈效果，头发没那么油腻是真的,12.703511570646372
35263,洗发水,0,头屑过多，我不适合，下次不买了,22.367431935119615
3556,平板,1,很不错的，快又便宜，值得一买,5.760497553399765
60107,酒店,0,优点就是离机场近，有短驳巴士。,14.524028356041875
47544,衣服,0,一般，跟图片上的颜色差距很大。,7.756260523459932
15504,水果,1,苹果有点小，虽然很甜，很好吃。,7.849225217253468
41575,衣服,1,衣服质量不错 ，穿上很舒服。,7.2732409498583035
31979,洗发水,0,用后一天内头必痒，还不如不用,34.367133330746704
40987,衣服,1,质量颜色都差不多，老公挺喜欢的,6.632844029554191
9965,平板,0,刚买完就降价！太过分了吧！！,9.661535402296987
4466,平板,1,华为的东西品质好，值得信赖！,5.810955120655167
42173,衣服,1,裤子质量不错的 价格还很划算啊,9.530219952591713
6498,平板,1,非常的好用，速度很快值得拥有！,4.341323783692737
12320,平板,0,物流6天才到，没发票，没顶针,138.67782923181
31271,洗发水,0,不怎么样，感觉没一点效果，坑,6.256575861118892
44985,衣服,0,这次购物太失望了，颜色差距太大,4.057040276869333
34753,洗发水,0,"洗了头发很蓬松,一点都不好梳",10.289442515513493
11466,平板,0,卡得一逼，开个UC和迅雷就卡死,27.905962825043087
32360,洗发水,0,不怎么样，全是头皮，一点都不好,4.605546771471019
24635,水果,0,烂苹果，恶心，京东最糟糕的购物,9.012442666729676
12024,平板,0,就是一个大点的手机 大家都别买,11.691582609255148
29673,洗发水,1,第一次购买沙宣，试过质量很好！,13.683954825334775
59760,酒店,0,离机场近，有车接送，半小时一班,2.931483023086635
47155,衣服,0,退货退货，没办法，这衣服太皱了,10.523480266684034
